"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PEchoice","PEobs","setup"
"14632","0.9",382,1,0,"ImmediateRec",94,-0.837644149597685,0.887576969712378,"three"
"14642","0.5",392,1,1,"ImmediateRec",94,0.634524714738374,0.54598787816252,"three"
"14657","0.1",407,1,1,"ImmediateRec",94,0.207845025775864,0.111864934912697,"three"
"14662","0.1",412,0,1,"ImmediateRec",94,0.161960584327609,0.100652232612372,"three"
"14672","0.9",422,1,1,"ImmediateRec",94,0.999409227125064,0.915594163847504,"three"
"14676","0.5",426,1,0,"ImmediateRec",94,-0.432136412153101,0.475341199647993,"three"
"14677","0.9",427,0,0,"ImmediateRec",94,-0.947641533675457,0.935989180447936,"three"
"14678","0.3",428,1,1,"ImmediateRec",94,0.328846545885829,0.306838381968368,"three"
"14683","0.1",433,0,1,"ImmediateRec",94,0.127964858039863,0.0963908055541631,"three"
"14685","0.7",435,0,0,"ImmediateRec",94,-0.697390063505954,0.70377650837501,"three"
"14686","0.5",436,1,1,"ImmediateRec",94,0.789156796714664,0.526024358600329,"three"
"14688","0.7",438,0,0,"ImmediateRec",94,NA,0.679429780906554,"three"
"14693","0.1",443,0,1,"ImmediateRec",94,0.0997149828540298,0.0867291416197868,"three"
"14695","0.1",445,0,1,"ImmediateRec",94,0.0917593479587255,0.0837287988270647,"three"
"14696","0.5",446,0,1,"ImmediateRec",94,0.469366577399929,0.48686587554115,"three"
"14700","0.9",450,1,0,"ImmediateRec",94,-0.922298371928939,0.921964092292201,"three"
"14704","0.7",454,1,0,"ImmediateRec",94,-0.560490911596241,0.691287254499055,"three"
"14706","0.5",456,0,1,"ImmediateRec",94,0.841878111069222,0.526701319381855,"three"
"14719","0.3",469,1,1,"ImmediateRec",94,0.456567691393802,0.33217162806582,"three"
"14720","0.5",470,0,1,"ImmediateRec",94,0.673932288710109,0.509110173266065,"three"
"14730","0.3",480,1,0,"ImmediateRec",94,-0.0498620152449778,0.3100114010737,"three"
"14732","0.3",482,1,1,"ImmediateRec",94,0.420141010530423,0.320680349222278,"three"
"14733","0.9",483,1,0,"ImmediateRec",94,-0.936468473107778,0.933913095608612,"three"
"14734","0.1",484,1,1,"ImmediateRec",94,0.0557798927799202,0.0720504608864769,"three"
"14745","0.1",495,1,0,"ImmediateRec",94,-0.00263876268245326,0.0625858297404858,"three"
"14748","0.1",498,1,1,"ImmediateRec",94,0.0991319646053543,0.0854697803456915,"three"
"14752","0.9",502,0,0,"ImmediateRec",94,-0.848836133846614,0.947516223401743,"three"
"14758","0.7",508,1,0,"ImmediateRec",94,-0.564441705768262,0.701123359152678,"three"
"14763","0.9",513,0,0,"ImmediateRec",94,-0.682090488410664,0.923283695756159,"three"
"14767","0.3",517,1,0,"ImmediateRec",94,-0.0257062748487544,0.311953040273071,"three"
"14768","0.9",518,1,0,"ImmediateRec",94,-0.627670753923032,0.891343248399445,"three"
"14773","0.9",523,0,0,"ImmediateRec",94,-0.953094603419959,0.937741177469591,"three"
"14774","0.7",524,1,0,"ImmediateRec",94,-0.643801636278464,0.730712051991194,"three"
"14775","0.5",525,0,0,"ImmediateRec",94,-0.0596137650382556,0.457505017979058,"three"
"14778","0.3",528,0,1,"ImmediateRec",94,0.407563270144161,0.294566494501957,"three"
"14780","0.1",530,0,1,"ImmediateRec",94,0.11313769396921,0.0914233480898988,"three"
"14781","0.1",531,1,1,"ImmediateRec",94,0.104111144895503,0.0882606120313482,"three"
"14785","0.3",535,1,1,"ImmediateRec",94,0.527696893749067,0.290742719362262,"three"
"14786","0.3",536,1,1,"ImmediateRec",94,0.485595258649762,0.280684648841984,"three"
"14789","0.9",539,1,0,"ImmediateRec",94,-0.642306472644698,0.869992122365312,"three"
"14790","0.3",540,1,1,"ImmediateRec",94,0.424907489412296,0.274538320157224,"three"
"14792","0.5",542,1,1,"ImmediateRec",94,0.665461361182642,0.527168385042597,"three"
"14798","0.1",548,0,1,"ImmediateRec",94,0.148072942957399,0.0766665968464582,"three"
"14800","0.5",550,1,0,"ImmediateRec",94,-0.454801095486272,0.52036064115698,"three"
"14815","0.5",565,1,0,"ImmediateRec",94,-0.436488681180103,0.508674864348396,"three"
"14816","0.9",566,0,0,"ImmediateRec",94,-0.822509359724176,0.935708249644964,"three"
"14818","0.3",568,1,1,"ImmediateRec",94,0.411201071281003,0.261600329383309,"three"
"14819","0.5",569,1,1,"ImmediateRec",94,0.535091616757581,0.480425333870139,"three"
"14820","0.7",570,0,0,"ImmediateRec",94,-0.621606090672367,0.747449577581985,"three"
"15067","0.7",247,1,0,"ImmediateRec",95,-0.519987234387146,0.669064117807318,"three"
"15071","0.5",251,1,0,"ImmediateRec",95,-0.422811668778264,0.524939054481986,"three"
"15072","0.3",252,1,1,"ImmediateRec",95,0.275167696698552,0.256336847628805,"three"
"15075","0.7",255,0,0,"ImmediateRec",95,-0.753591129307333,0.754818080693558,"three"
"15077","0.1",257,1,1,"ImmediateRec",95,0.0602268414308637,0.0816596569978506,"three"
"15085","0.7",265,0,0,"ImmediateRec",95,NA,0.6399486693408,"three"
"15089","0.9",269,0,0,"ImmediateRec",95,-0.965319565004742,0.934627580690743,"three"
"15094","0.9",274,1,1,"ImmediateRec",95,0.999999999957211,0.893955692247274,"three"
"15097","0.7",277,1,0,"ImmediateRec",95,-0.477909549328892,0.628980338353064,"three"
"15101","0.9",281,1,0,"ImmediateRec",95,-0.774085420875851,0.855053709318828,"three"
"15104","0.3",284,0,1,"ImmediateRec",95,0.29118484422643,0.265930192543257,"three"
"15105","0.3",285,1,0,"ImmediateRec",95,-0.0540641769016002,0.381054152699693,"three"
"15111","0.7",291,1,0,"ImmediateRec",95,-0.739247994988097,0.745642206290593,"three"
"15115","0.5",295,0,1,"ImmediateRec",95,0.69816884885799,0.514720471611127,"three"
"15124","0.3",304,0,1,"ImmediateRec",95,0.338013633895443,0.286805666273343,"three"
"15127","0.5",307,0,1,"ImmediateRec",95,0.631720303080897,0.497364733630171,"three"
"15130","0.9",310,1,0,"ImmediateRec",95,-0.992565117183246,0.966196055320207,"three"
"15135","0.1",315,0,1,"ImmediateRec",95,0.204066493278102,0.0725488661124234,"three"
"15136","0.3",316,0,1,"ImmediateRec",95,0.302686539176672,0.274324836149538,"three"
"15137","0.3",317,1,0,"ImmediateRec",95,-0.0388227472698142,0.333440925467862,"three"
"15140","0.5",320,0,0,"ImmediateRec",95,-0.348265781366322,0.479641999907965,"three"
"15148","0.5",328,0,1,"ImmediateRec",95,0.594936196161652,0.450405458634453,"three"
"15155","0.1",335,1,1,"ImmediateRec",95,0.119665421469739,0.0893882516902478,"three"
"15156","0.5",336,0,1,"ImmediateRec",95,0.53275714405889,0.430805308856751,"three"
"15160","0.1",340,0,1,"ImmediateRec",95,0.146537362608743,0.0634837880306085,"three"
"15163","0.9",343,1,0,"ImmediateRec",95,-0.892841268364349,0.914501628167798,"three"
"15164","0.1",344,1,1,"ImmediateRec",95,0.117507652513464,0.058078800111018,"three"
"15167","0.7",347,1,0,"ImmediateRec",95,NA,0.70822296518971,"three"
"15175","0.1",355,1,1,"ImmediateRec",95,0.14395690951673,0.109638736701072,"three"
"15176","0.9",356,1,0,"ImmediateRec",95,-0.871088576428054,0.895132377013434,"three"
"15181","0.3",361,0,0,"ImmediateRec",95,-0.0249644397311986,0.322596546269615,"three"
"15184","0.9",364,0,0,"ImmediateRec",95,-0.842055317720542,0.874149791857428,"three"
"15190","0.5",370,0,0,"ImmediateRec",95,-0.459313268631867,0.554289461859251,"three"
"15192","0.5",372,1,1,"ImmediateRec",95,0.622058203033762,0.534589222301033,"three"
"15199","0.7",379,1,0,"ImmediateRec",95,-0.825703945342936,0.780389988459262,"three"
"15200","0.9",380,0,0,"ImmediateRec",95,-0.764783249072365,0.868798056816882,"three"
"15203","0.5",383,0,1,"ImmediateRec",95,0.498825677383116,0.489074479433339,"three"
"15205","0.5",385,1,0,"ImmediateRec",95,-0.411308686214444,0.530168625256645,"three"
"15206","0.3",386,1,1,"ImmediateRec",95,0.470474884532331,0.295130787064317,"three"
"15213","0.7",393,1,0,"ImmediateRec",95,-0.739406475176936,0.746430007811614,"three"
"15217","0.9",397,0,0,"ImmediateRec",95,-0.888211871049433,0.967429543036172,"three"
"15218","0.1",398,0,1,"ImmediateRec",95,0.145520988191036,0.123780440739545,"three"
"15222","0.9",402,0,0,"ImmediateRec",95,-0.816766923569286,0.928579602882848,"three"
"15227","0.7",407,1,0,"ImmediateRec",95,-0.697440545374523,0.726395892220427,"three"
"15228","0.9",408,0,0,"ImmediateRec",95,-0.812834029077594,0.896399552875153,"three"
"15229","0.3",409,1,1,"ImmediateRec",95,0.375451627415108,0.305214444671567,"three"
"15232","0.3",412,0,1,"ImmediateRec",95,0.336211745132391,0.291932525646833,"three"
"15235","0.1",415,0,1,"ImmediateRec",95,0.268596504347995,0.111829097651562,"three"
"15236","0.1",416,1,1,"ImmediateRec",95,0.218210487557603,0.130467116285039,"three"
"15242","0.7",422,0,0,"ImmediateRec",95,-0.730393312568017,0.732922509369286,"three"
"15246","0.5",426,1,0,"ImmediateRec",95,-0.369000273753692,0.487251620513903,"three"
"15252","0.7",432,1,0,"ImmediateRec",95,-0.654057120333152,0.70102815577366,"three"
"15256","0.3",436,1,0,"ImmediateRec",95,-0.0143752786751189,0.258253799559927,"three"
"15258","0.5",438,0,1,"ImmediateRec",95,0.66956535293988,0.533951951863872,"three"
"15259","0.1",439,0,1,"ImmediateRec",95,0.0890613458752733,0.0716685855255754,"three"
"15260","0.9",440,0,0,"ImmediateRec",95,-0.899240072122766,0.904447320062708,"three"
"15262","0.5",442,1,0,"ImmediateRec",95,-0.537286275827172,0.528519353406873,"three"
"15266","0.1",446,0,1,"ImmediateRec",95,0.13984224576899,0.118053885403039,"three"
"15268","0.3",448,1,1,"ImmediateRec",95,0.414300885156779,0.329478261473609,"three"
"15269","0.9",449,1,1,"ImmediateRec",95,0.999999999999761,0.934433253242979,"three"
"15270","0.7",450,1,0,"ImmediateRec",95,-0.628999281299027,0.684859538278993,"three"
"15272","0.3",452,0,1,"ImmediateRec",95,0.436739833814192,0.344943274430368,"three"
"15274","0.3",454,0,1,"ImmediateRec",95,0.391094487208478,0.329932488672699,"three"
"15275","0.1",455,1,0,"ImmediateRec",95,NA,0.108002818126516,"three"
"15277","0.3",457,1,0,"ImmediateRec",95,-0.0115274713647624,0.236266159721284,"three"
"15281","0.5",461,0,1,"ImmediateRec",95,0.599586522881706,0.510716136156048,"three"
"15286","0.3",466,0,0,"ImmediateRec",95,-0.0103226913442711,0.225984641082545,"three"
"15289","0.1",469,1,1,"ImmediateRec",95,0.172058651029466,0.0850422845452055,"three"
"15305","0.7",485,1,0,"ImmediateRec",95,-0.719160388529601,0.711293018103807,"three"
"15308","0.1",488,0,1,"ImmediateRec",95,0.0794490561037153,0.0622840331546132,"three"
"15309","0.3",489,1,1,"ImmediateRec",95,0.568087705899959,0.206744386318995,"three"
"15310","0.5",490,0,0,"ImmediateRec",95,-0.183668780755184,0.537083565778038,"three"
"15319","0.9",499,0,0,"ImmediateRec",95,-0.942948717566649,0.945498440287797,"three"
"15321","0.9",501,1,0,"ImmediateRec",95,-0.860660154795245,0.908515706693746,"three"
"15325","0.7",505,0,1,"ImmediateRec",95,0.992587416286161,0.802252442782138,"three"
"15329","0.1",509,0,1,"ImmediateRec",95,0.0544901215251727,0.0605677309627216,"three"
"15330","0.5",510,1,1,"ImmediateRec",95,0.852716830149472,0.508643544637006,"three"
"15332","0.9",512,1,0,"ImmediateRec",95,-0.852557718911817,0.89034036363816,"three"
"15333","0.1",513,0,0,"ImmediateRec",95,-0.00825141003865169,0.148404292195607,"three"
"15334","0.5",514,1,1,"ImmediateRec",95,0.763596140312744,0.486509066763286,"three"
"15336","0.9",516,1,0,"ImmediateRec",95,-0.716723873527339,0.864230798296251,"three"
"15337","0.9",517,1,0,"ImmediateRec",95,-0.951204849006556,0.942067975545286,"three"
"15338","0.5",518,0,0,"ImmediateRec",95,-0.336647748529589,0.46533780785874,"three"
"15340","0.7",520,0,0,"ImmediateRec",95,-0.771077878209013,0.732454269454103,"three"
"15342","0.9",522,0,0,"ImmediateRec",95,-0.679251469050973,0.834167163843009,"three"
"15344","0.7",524,1,0,"ImmediateRec",95,-0.439939205774569,0.767341080726868,"three"
"15345","0.7",525,1,0,"ImmediateRec",95,-0.393959480596659,0.73394894520873,"three"
"15346","0.5",526,1,0,"ImmediateRec",95,-0.28316187086532,0.55491214816735,"three"
"15349","0.7",529,1,0,"ImmediateRec",95,-0.352785271953047,0.702009924534131,"three"
"15353","0.5",533,0,0,"ImmediateRec",95,-0.569445104350897,0.553098529737188,"three"
"15356","0.1",536,1,1,"ImmediateRec",95,0.35079748369161,0.193336863093422,"three"
"15360","0.3",540,1,1,"ImmediateRec",95,0.277162298870436,0.286389956571053,"three"
"15362","0.1",542,0,0,"ImmediateRec",95,-1.22462371378844e-05,0.0757499401644054,"three"
"15366","0.1",546,0,0,"ImmediateRec",95,NA,0.154775307008847,"three"
"15373","0.7",553,0,1,"ImmediateRec",95,0.942684857232951,0.712512199462665,"three"
"15376","0.1",556,0,1,"ImmediateRec",95,0.154874561909243,0.069300616262988,"three"
"15377","0.3",557,1,1,"ImmediateRec",95,0.487507872017544,0.304634165569329,"three"
"15381","0.3",561,1,1,"ImmediateRec",95,0.436556564011317,0.291377498364036,"three"
"15384","0.7",564,0,0,"ImmediateRec",95,-0.609069628367952,0.721302282709449,"three"
"15386","0.9",566,1,0,"ImmediateRec",95,-0.835656998987057,0.881486975483812,"three"
"15631","0.3",241,1,0,"ImmediateRec",96,NA,0.247255216173558,"three"
"15632","0.9",242,0,1,"ImmediateRec",96,0.999991961564316,0.870949526225721,"three"
"15635","0.7",245,0,0,"ImmediateRec",96,-0.00431125453144714,0.678754951846922,"three"
"15636","0.5",246,1,0,"ImmediateRec",96,-0.12140323583368,0.531967848436367,"three"
"15640","0.7",250,0,0,"ImmediateRec",96,-0.0037939649589169,0.621762652107612,"three"
"15642","0.3",252,0,0,"ImmediateRec",96,NA,0.430444235428461,"three"
"15643","0.1",253,1,1,"ImmediateRec",96,0.874353196763935,0.059652255192354,"three"
"15644","0.9",254,0,1,"ImmediateRec",96,0.999999983801033,0.94535650267939,"three"
"15646","0.5",256,1,0,"ImmediateRec",96,NA,0.580013597569659,"three"
"15649","0.1",259,1,0,"ImmediateRec",96,NA,0.122768027260255,"three"
"15650","0.7",260,1,0,"ImmediateRec",96,NA,0.605698420797978,"three"
"15651","0.3",261,1,0,"ImmediateRec",96,NA,0.207476399706314,"three"
"15655","0.9",265,0,0,"ImmediateRec",96,NA,0.905633002224191,"three"
"15660","0.1",270,0,0,"ImmediateRec",96,NA,0.170409327008366,"three"
"15661","0.1",271,1,0,"ImmediateRec",96,NA,0.1304059848524,"three"
"15664","0.5",274,0,0,"ImmediateRec",96,NA,0.513299921972165,"three"
"15666","0.7",276,1,0,"ImmediateRec",96,NA,0.825902736851148,"three"
"15668","0.5",278,0,0,"ImmediateRec",96,NA,0.529799790125109,"three"
"15669","0.3",279,0,0,"ImmediateRec",96,NA,0.445159618404261,"three"
"15671","0.7",281,1,0,"ImmediateRec",96,NA,0.592218628833417,"three"
"15673","0.3",283,1,0,"ImmediateRec",96,NA,0.243444965447092,"three"
"15676","0.7",286,0,0,"ImmediateRec",96,NA,0.776996120696049,"three"
"15679","0.7",289,1,0,"ImmediateRec",96,NA,0.71175490855241,"three"
"15681","0.5",291,0,0,"ImmediateRec",96,NA,0.514685348964444,"three"
"15682","0.3",292,1,0,"ImmediateRec",96,NA,0.348008263677517,"three"
"15690","0.1",300,0,1,"ImmediateRec",96,0.815793522661712,0.11998856042887,"three"
"15696","0.1",306,1,0,"ImmediateRec",96,NA,0.0381997225770346,"three"
"15697","0.7",307,0,0,"ImmediateRec",96,NA,0.68121257842654,"three"
"15700","0.3",310,1,0,"ImmediateRec",96,NA,0.375986078246582,"three"
"15701","0.5",311,1,0,"ImmediateRec",96,NA,0.497491608792073,"three"
"15702","0.9",312,0,0,"ImmediateRec",96,NA,0.915513693489994,"three"
"15703","0.9",313,0,0,"ImmediateRec",96,NA,0.838641722695752,"three"
"15704","0.7",314,1,0,"ImmediateRec",96,NA,0.655583947446681,"three"
"15706","0.5",316,1,0,"ImmediateRec",96,-0.000709362422044183,0.484152113763896,"three"
"15708","0.9",318,1,0,"ImmediateRec",96,NA,0.965007753159452,"three"
"15715","0.1",325,0,1,"ImmediateRec",96,0.90193998783498,0.0973545437021964,"three"
"15728","0.1",338,1,0,"ImmediateRec",96,NA,0.0575209364689386,"three"
"15732","0.3",342,0,0,"ImmediateRec",96,NA,0.351668235725947,"three"
"15735","0.5",345,0,0,"ImmediateRec",96,NA,0.582545640599028,"three"
"15738","0.9",348,1,0,"ImmediateRec",96,NA,0.951733124214723,"three"
"15739","0.7",349,1,0,"ImmediateRec",96,NA,0.664803436375306,"three"
"15742","0.1",352,0,0,"ImmediateRec",96,NA,0.0883274264653466,"three"
"15750","0.9",360,0,0,"ImmediateRec",96,NA,0.92588283182875,"three"
"15755","0.9",365,0,0,"ImmediateRec",96,NA,0.909745907842029,"three"
"15756","0.3",366,1,0,"ImmediateRec",96,NA,0.35818526546517,"three"
"15762","0.1",372,1,0,"ImmediateRec",96,NA,0.166641765390057,"three"
"15763","0.9",373,1,0,"ImmediateRec",96,NA,0.847350467618859,"three"
"15769","0.5",379,1,0,"ImmediateRec",96,NA,0.526841439402003,"three"
"15780","0.3",390,0,1,"ImmediateRec",96,0.999070007421694,0.270313666832999,"three"
"15781","0.3",391,0,0,"ImmediateRec",96,NA,0.328109901806978,"three"
"15783","0.3",393,0,0,"ImmediateRec",96,NA,0.300559844425686,"three"
"15784","0.9",394,0,0,"ImmediateRec",96,NA,0.855650752725207,"three"
"15789","0.1",399,0,0,"ImmediateRec",96,NA,0.028692183013671,"three"
"15791","0.7",401,0,0,"ImmediateRec",96,NA,0.752383475164799,"three"
"15793","0.5",403,1,0,"ImmediateRec",96,NA,0.519360783883223,"three"
"15794","0.9",404,1,0,"ImmediateRec",96,NA,0.973716983195784,"three"
"15796","0.5",406,0,0,"ImmediateRec",96,NA,0.519771129672669,"three"
"15800","0.7",410,0,0,"ImmediateRec",96,NA,0.768971361653554,"three"
"15801","0.9",411,1,0,"ImmediateRec",96,NA,0.891957918283554,"three"
"15802","0.7",412,0,0,"ImmediateRec",96,NA,0.68920888701805,"three"
"15803","0.3",413,1,0,"ImmediateRec",96,NA,0.368661187248144,"three"
"15804","0.7",414,0,0,"ImmediateRec",96,NA,0.662293797063535,"three"
"15809","0.3",419,1,0,"ImmediateRec",96,-0.000193915415798064,0.393316326288086,"three"
"15812","0.5",422,0,0,"ImmediateRec",96,-0.000426713702571147,0.44208234210312,"three"
"15813","0.9",423,1,0,"ImmediateRec",96,NA,0.882989044439836,"three"
"15817","0.5",427,0,0,"ImmediateRec",96,NA,0.523871943482877,"three"
"15821","0.7",431,1,0,"ImmediateRec",96,NA,0.63970885002802,"three"
"15827","0.1",437,1,0,"ImmediateRec",96,NA,0.134593858965928,"three"
"15831","0.7",441,1,0,"ImmediateRec",96,NA,0.772786841559322,"three"
"15836","0.5",446,0,0,"ImmediateRec",96,NA,0.439590583458844,"three"
"15837","0.1",447,0,0,"ImmediateRec",96,NA,0.0990104248866206,"three"
"15848","0.1",458,0,0,"ImmediateRec",96,NA,0.0728461473227719,"three"
"15850","0.1",460,1,0,"ImmediateRec",96,NA,0.0667295518537054,"three"
"15858","0.7",468,1,0,"ImmediateRec",96,NA,0.708490998311414,"three"
"15859","0.3",469,0,0,"ImmediateRec",96,NA,0.292100934491373,"three"
"15861","0.1",471,0,1,"ImmediateRec",96,0.836535178579634,0.0638614869150259,"three"
"15867","0.1",477,0,0,"ImmediateRec",96,NA,0.0430404011237286,"three"
"15873","0.3",483,1,0,"ImmediateRec",96,NA,0.32152622869044,"three"
"15877","0.5",487,1,0,"ImmediateRec",96,NA,0.568908038938027,"three"
"15893","0.5",503,1,0,"ImmediateRec",96,NA,0.386440043582805,"three"
"15894","0.9",504,1,0,"ImmediateRec",96,NA,0.973432222214789,"three"
"15899","0.1",509,0,0,"ImmediateRec",96,NA,0.0908789826758547,"three"
"15903","0.9",513,0,0,"ImmediateRec",96,NA,0.98045296485904,"three"
"15904","0.7",514,0,0,"ImmediateRec",96,NA,0.794325984118071,"three"
"15909","0.1",519,1,0,"ImmediateRec",96,NA,0.0639896800013809,"three"
"15910","0.3",520,1,0,"ImmediateRec",96,NA,0.247144680783819,"three"
"15916","0.9",526,1,0,"ImmediateRec",96,NA,0.9282701362716,"three"
"15922","0.9",532,1,0,"ImmediateRec",96,NA,0.954943607134293,"three"
"15924","0.5",534,0,0,"ImmediateRec",96,NA,0.515451613792728,"three"
"15930","0.5",540,1,0,"ImmediateRec",96,NA,0.626042936079328,"three"
"15931","0.9",541,0,0,"ImmediateRec",96,NA,0.91922105881685,"three"
"15932","0.5",542,0,0,"ImmediateRec",96,NA,0.567475070060983,"three"
"15935","0.3",545,0,0,"ImmediateRec",96,NA,0.189970483865387,"three"
"15936","0.9",546,0,0,"ImmediateRec",96,NA,0.874406682013396,"three"
"15937","0.3",547,0,0,"ImmediateRec",96,NA,0.174019433005843,"three"
"15941","0.7",551,0,0,"ImmediateRec",96,NA,0.750499486680139,"three"
"15944","0.5",554,0,0,"ImmediateRec",96,NA,0.573476650462369,"three"
"15950","0.1",560,0,0,"ImmediateRec",96,NA,0.128363359712742,"three"
"15953","0.3",563,0,0,"ImmediateRec",96,NA,0.28627613342964,"three"
"15954","0.7",564,0,0,"ImmediateRec",96,NA,0.853977092990253,"three"
"16203","0.7",243,1,0,"ImmediateRec",97,-0.768042535047727,0.73615431625211,"three"
"16207","0.3",247,1,0,"ImmediateRec",97,-1.2446488277227e-09,0.292149582752421,"three"
"16209","0.9",249,0,0,"ImmediateRec",97,-0.861922177157183,0.889670544358856,"three"
"16213","0.5",253,0,1,"ImmediateRec",97,0.461799724266353,0.477085405379963,"three"
"16218","0.1",258,1,1,"ImmediateRec",97,0.121194802232999,0.0635027020295453,"three"
"16223","0.7",263,1,0,"ImmediateRec",97,NA,0.727194129779837,"three"
"16229","0.9",269,0,0,"ImmediateRec",97,-0.855853765422975,0.876443403265959,"three"
"16232","0.1",272,1,1,"ImmediateRec",97,0.0477226460629837,0.0482614773347042,"three"
"16234","0.5",274,1,0,"ImmediateRec",97,-0.0495295676749132,0.468755015431146,"three"
"16236","0.3",276,1,1,"ImmediateRec",97,0.402733977260098,0.300765265080149,"three"
"16239","0.1",279,1,1,"ImmediateRec",97,0.192196135001995,0.14539450676171,"three"
"16242","0.3",282,0,1,"ImmediateRec",97,0.352529518998298,0.289201344990351,"three"
"16247","0.5",287,1,0,"ImmediateRec",97,-0.565609431078114,0.537407000920935,"three"
"16258","0.1",298,1,1,"ImmediateRec",97,0.086458551270838,0.114916866685493,"three"
"16262","0.7",302,0,1,"ImmediateRec",97,0.999992506756562,0.732609749818611,"three"
"16265","0.7",305,0,0,"ImmediateRec",97,-0.723998679935113,0.750255582804842,"three"
"16266","0.3",306,1,1,"ImmediateRec",97,0.366254349510492,0.278590486252262,"three"
"16271","0.7",311,1,0,"ImmediateRec",97,-0.719367977866832,0.742420354858195,"three"
"16273","0.5",313,0,1,"ImmediateRec",97,0.511523617477828,0.485257384565078,"three"
"16274","0.9",314,0,0,"ImmediateRec",97,-0.949240559837782,0.901763180265831,"three"
"16275","0.9",315,0,0,"ImmediateRec",97,-0.864308393004226,0.968645524699348,"three"
"16288","0.7",328,1,1,"ImmediateRec",97,0.890875043917021,0.715805837798178,"three"
"16293","0.5",333,1,0,"ImmediateRec",97,-0.479511086130664,0.511180213227053,"three"
"16294","0.1",334,1,1,"ImmediateRec",97,0.0868973189697292,0.109248278836888,"three"
"16296","0.9",336,0,0,"ImmediateRec",97,-0.933417390474628,0.898991048568407,"three"
"16300","0.1",340,1,1,"ImmediateRec",97,0.18294158857088,0.135573649733169,"three"
"16305","0.3",345,1,1,"ImmediateRec",97,0.370307792390731,0.286124462823235,"three"
"16314","0.9",354,1,0,"ImmediateRec",97,-0.962254516729234,0.960379162130825,"three"
"16316","0.3",356,1,1,"ImmediateRec",97,0.562545701917314,0.277125545084131,"three"
"16322","0.5",362,1,0,"ImmediateRec",97,-0.087803240228602,0.471226397293177,"three"
"16323","0.7",363,1,0,"ImmediateRec",97,-0.716262142062825,0.73545457853983,"three"
"16326","0.1",366,0,1,"ImmediateRec",97,0.286744021525455,0.111439315457202,"three"
"16327","0.1",367,0,1,"ImmediateRec",97,0.25099876765233,0.107154660650187,"three"
"16333","0.5",373,0,0,"ImmediateRec",97,-0.191935853772113,0.474135592359458,"three"
"16334","0.3",374,1,1,"ImmediateRec",97,0.373026457474623,0.292822416723052,"three"
"16339","0.7",379,1,0,"ImmediateRec",97,-0.568965288515007,0.74377481254739,"three"
"16341","0.5",381,1,1,"ImmediateRec",97,0.436187184776952,0.470218051431996,"three"
"16342","0.1",382,1,1,"ImmediateRec",97,0.2375697540532,0.0846928685747961,"three"
"16349","0.7",389,0,0,"ImmediateRec",97,-0.714179041941242,0.729261773423259,"three"
"16351","0.9",391,1,1,"ImmediateRec",97,0.999999999999958,0.937080603344738,"three"
"16352","0.3",392,0,0,"ImmediateRec",97,-0.0990472545778683,0.284822081760903,"three"
"16357","0.5",397,1,1,"ImmediateRec",97,0.762656185642547,0.556236303623016,"three"
"16361","0.3",401,1,0,"ImmediateRec",97,-0.0867001121981008,0.273871150334645,"three"
"16363","0.1",403,0,1,"ImmediateRec",97,0.143487927168471,0.0813341045669781,"three"
"16364","0.7",404,0,0,"ImmediateRec",97,-0.625150119806283,0.701222881132409,"three"
"16367","0.7",407,1,0,"ImmediateRec",97,-0.381607958847372,0.736658736141864,"three"
"16368","0.5",408,1,1,"ImmediateRec",97,0.381812479515062,0.45213895586193,"three"
"16370","0.1",410,1,1,"ImmediateRec",97,0.234602668019299,0.0752000187591422,"three"
"16372","0.9",412,0,0,"ImmediateRec",97,-0.794642691249396,0.92769129585942,"three"
"16378","0.7",418,0,0,"ImmediateRec",97,NA,0.698828664295898,"three"
"16381","0.7",421,0,0,"ImmediateRec",97,-0.334037051190999,0.708335443038432,"three"
"16384","0.1",424,1,1,"ImmediateRec",97,0.118984683157937,0.0550231903895799,"three"
"16387","0.1",427,0,1,"ImmediateRec",97,0.0911686435454322,0.0508734309120826,"three"
"16392","0.3",432,0,0,"ImmediateRec",97,-0.0509012595340752,0.306637740267299,"three"
"16393","0.1",433,0,1,"ImmediateRec",97,0.0698553910076084,0.04703663954129,"three"
"16394","0.7",434,0,0,"ImmediateRec",97,-0.571658647027586,0.67195987401779,"three"
"16395","0.9",435,1,0,"ImmediateRec",97,-0.63892181247852,0.91124477739637,"three"
"16397","0.3",437,0,1,"ImmediateRec",97,0.666840409201264,0.294848033354094,"three"
"16404","0.3",444,1,1,"ImmediateRec",97,0.447253308011827,0.262129635824244,"three"
"16406","0.7",446,0,0,"ImmediateRec",97,-0.608500890298663,0.747948809108656,"three"
"16407","0.5",447,1,0,"ImmediateRec",97,-0.0646277687318469,0.456487694699113,"three"
"16409","0.7",449,1,0,"ImmediateRec",97,-0.532645712255074,0.719191431631947,"three"
"16412","0.3",452,0,1,"ImmediateRec",97,0.533753426976147,0.308460272903958,"three"
"16414","0.5",454,1,0,"ImmediateRec",97,NA,0.526947556036824,"three"
"16416","0.9",456,0,0,"ImmediateRec",97,-0.968575872220776,0.962823194934325,"three"
"16418","0.1",458,0,1,"ImmediateRec",97,0.337693516727987,0.114454936220188,"three"
"16421","0.1",461,0,1,"ImmediateRec",97,0.295596944243114,0.110054335851723,"three"
